ID;Identificador;Descrição;Grupo nível 01;Grupo nível 02;Grupo nível 03;Grupo nível 04;Grupo nível 05;Janeiro/2017;Fevereiro/2017;Março/2017;Abril/2017;Maio/2017;Junho/2017;Julho/2017;Agosto/2017;Setembro/2017;Outubro/2017;Novembro/2017;Dezembro/2017;Janeiro/2018;Fevereiro/2018;Março/2018;Abril/2018;Maio/2018;Junho/2018;Julho/2018;Agosto/2018;Setembro/2018;Outubro/2018;Novembro/2018;Dezembro/2018;Janeiro/2019;Fevereiro/2019;Março/2019;Abril/2019;Maio/2019;Junho/2019;Julho/2019;Agosto/2019;Setembro/2019;Outubro/2019;Novembro/2019;Dezembro/2019;Total
6637;CJ0102;CJ AP BIC AD BRIM F CONT CINZA EST STD PRETO LATEX;BIC;PRODUTO ACABADO;LINHA TRADIZIONALE LATEX;;;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;9
6638;CJ0103;CJ AP BIC AD BRIM F METAL CINZA EST STD PRETO PVC;BIC;PRODUTO ACABADO;LINHA TRADIZIONALE PVC;;;10;38;37;47;56;71;13;108;43;139;27;50;62;39;75;139;22;43;96;93;42;40;67;33;60;42;3;39;52;19;59;8;0;0;76;0;1748.00
6639;CJ0104;CJ AP BIC AD BRIM F CONT CINZA EST STD PRETO PVC;BIC;PRODUTO ACABADO;LINHA TRADIZIONALE PVC;;;5;21;52;56;48;15;37;46;37;100;42;22;37;48;38;23;32;30;34;108;13;32;3;35;58;0;32;9;49;19;20;7;1;0;0;0;1109.00
6640;CJ0105;CJ AP BIC AD BRIM F METAL CINZA EST DUP PRETO PVC;BIC;PRODUTO ACABADO;LINHA TRADIZIONALE PVC;;;1;39;27;36;91;21;46;81;20;31;44;20;22;60;51;48;70;26;74;58;50;12;5;25;15;16;47;15;41;31;37;0;0;0;0;0;1160.00
6641;CJ0106;CJ AP BIC AD BRIM F CONT CINZA EST DUP PRETO PVC;BIC;PRODUTO ACABADO;LINHA TRADIZIONALE PVC;;;5;5;3;5;10;15;3;36;9;6;4;18;2;9;19;7;14;11;3;3;5;2;0;0;0;22;3;9;0;3;2;3;0;0;0;0;236
16617;CJ0107;CJ AP BIC AD G BRIM F CONT CINZA EST DUP PRETO PVC;BIC;PRODUTO ACABADO;LINHA TRADIZIONALE PVC;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20
17597;CJ0112;CJ AP BIC AD BRIM F CONT CINZA EST STD BLACK LATEX;BIC;PRODUTO ACABADO;LINHA TRADIZIONALE LATEX;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2
17369;CJ0113;CJ AP BIC AD BRIM F METAL CINZA EST STD BLACK PVC;BIC;PRODUTO ACABADO;LINHA TRADIZIONALE PVC;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2;35;14;13;20;9;98
17370;CJ0114;CJ AP BIC AD BRIM F CONT CINZA EST STD BLACK PVC;BIC;PRODUTO ACABADO;LINHA TRADIZIONALE PVC;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;6;8;12;20;10;66
17371;CJ0115;CJ AP BIC AD BRIM F METAL CINZA EST DUP BLACK PVC;BIC;PRODUTO ACABADO;LINHA TRADIZIONALE PVC;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;6;23;32;8;93
17372;CJ0116;CJ AP BIC AD BRIM F CONT CINZA EST DUP BLACK PVC;BIC;PRODUTO ACABADO;LINHA TRADIZIONALE PVC;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;6;2;0;1;13
6646;CJ0302;CJ AP BIC AD NY F METAL CINZA EST STD PRETO LATEX;BIC;PRODUTO ACABADO;LINHA INNOVA LATEX;;;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
6648;CJ0304;CJ AP BIC AD NY F METAL ROYAL EST STD ROYAL LATEX;BIC;PRODUTO ACABADO;LINHA INNOVA LATEX;;;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
6651;CJ0307;CJ AP BIC AD NY F METAL VINHO EST STD VINHO LATEX;BIC;PRODUTO ACABADO;LINHA INNOVA LATEX;;;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
6652;CJ0308;CJ AP BIC AD NY F METAL PRETO EST STD PRETO LATEX;BIC;PRODUTO ACABADO;LINHA INNOVA LATEX;;;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11
6653;CJ0309;CJ AP BIC AD NY F METAL AZUL EST STD AZUL PVC;BIC;PRODUTO ACABADO;LINHA INNOVA PVC;;;0;0;4;3;1;0;0;0;3;0;1;0;0;7;0;3;0;0;0;4;5;5;1;1;0;0;8;7;0;1;2;0;0;0;0;0;56
6654;CJ0310;CJ AP BIC AD NY F METAL CINZA EST STD CINZA PVC;BIC;PRODUTO ACABADO;LINHA INNOVA PVC;;;0;4;1;7;1;6;3;1;10;3;2;0;0;12;0;1;7;1;1;1;1;0;1;0;0;0;0;0;1;0;0;2;0;0;0;0;66
6655;CJ0311;CJ AP BIC AD NY F METAL ROSA EST STD ROSA PVC;BIC;PRODUTO ACABADO;LINHA INNOVA PVC;;;0;1;4;0;5;2;6;3;7;7;1;2;0;1;2;3;0;3;1;4;2;2;0;3;0;4;15;1;6;3;0;0;0;0;0;0;88
6656;CJ0312;CJ AP BIC AD NY F METAL ROYAL EST STD ROYAL PVC;BIC;PRODUTO ACABADO;LINHA INNOVA PVC;;;0;0;1;0;0;0;1;2;2;1;1;1;2;1;1;0;1;1;0;0;0;0;0;1;1;0;0;1;0;1;0;0;0;0;0;0;19
6657;CJ0313;CJ AP BIC AD NY F METAL VERDE EST STD VERDE PVC;BIC;PRODUTO ACABADO;LINHA INNOVA PVC;;;1;1;0;0;1;0;10;2;2;4;2;2;0;1;1;0;1;0;0;11;3;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;46
6658;CJ0314;CJ AP BIC AD NY F M VERMELH EST STD VERMELH PVC;BIC;PRODUTO ACABADO;LINHA INNOVA PVC;;;0;0;1;0;2;1;0;2;1;2;0;1;0;0;1;2;1;0;2;2;1;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;25
6659;CJ0315;CJ AP BIC AD NY F METAL VINHO EST STD VINHO PVC;BIC;PRODUTO ACABADO;LINHA INNOVA PVC;;;0;1;0;3;1;5;0;7;5;5;1;2;0;10;0;5;4;1;0;0;4;1;4;0;0;2;1;0;1;0;0;0;0;0;0;0;63
6660;CJ0316;CJ AP BIC AD NY F METAL PRETO EST STD PRETO PVC;BIC;PRODUTO ACABADO;LINHA INNOVA PVC;;;5;12;6;22;18;7;8;23;8;49;23;3;3;40;15;10;7;20;16;2;19;4;4;10;3;29;5;0;3;2;0;13;0;0;0;0;389
17357;CJ0319;CJ AP BIC AD NY F METAL AZUL  EST STD AZUL PVC;BIC;PRODUTO ACABADO;LINHA INNOVA PVC;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;5;0;6;4;0;0;17
17359;CJ0321;CJ AP BIC AD NY F METAL ROSA  EST STD ROSA PVC;BIC;PRODUTO ACABADO;LINHA INNOVA PVC;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;3;0;0;0;7
17360;CJ0322;CJ AP BIC AD NY F METAL VERDE  EST STD VERDE PVC;BIC;PRODUTO ACABADO;LINHA INNOVA PVC;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
17361;CJ0323;CJ AP BIC AD NY F METAL VINHO  EST STD VINHO PVC;BIC;PRODUTO ACABADO;LINHA INNOVA PVC;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;6;1;0;0;0;0;13
17362;CJ0324;CJ AP BIC AD NY F METAL BLACK EST STD BLACK PVC;BIC;PRODUTO ACABADO;LINHA INNOVA PVC;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;6;3;2;2;0;7;31
17375;CJ0325;CJ AP BIC AD NY F METAL ROYAL EST STD BLACK PVC;BIC;PRODUTO ACABADO;LINHA INNOVA PVC;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
6662;CJ0402;CJ AP BIC AD NY F CONT CINZA EST STD PRETO LATEX;BIC;PRODUTO ACABADO;LINHA INNOVA LATEX;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4
6663;CJ0403;CJ AP BIC AD NY F CONT ROSA EST STD ROSA LATEX;BIC;PRODUTO ACABADO;LINHA INNOVA LATEX;;;0;2;0;0;0;1;0;1;0;0;0;0;1;0;0;0;1;0;0;0;4;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;12
6664;CJ0404;CJ AP BIC AD NY F CONT ROYAL EST STD ROYAL LATEX;BIC;PRODUTO ACABADO;LINHA INNOVA LATEX;;;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5
6665;CJ0405;CJ AP BIC AD NY F CONT VERDE EST STD VERDE LATEX;BIC;PRODUTO ACABADO;LINHA INNOVA LATEX;;;0;0;0;1;0;1;0;0;0;0;0;0;3;0;0;0;1;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;9
6666;CJ0406;CJ AP BIC AD NY F C VERMELHO EST STD VERMELH LATEX;BIC;PRODUTO ACABADO;LINHA INNOVA LATEX;;;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;5;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;12
6667;CJ0407;CJ AP BIC AD NY F CONT VINHO EST STD VINHO LATEX;BIC;PRODUTO ACABADO;LINHA INNOVA LATEX;;;0;1;0;2;0;0;0;0;0;0;0;0;3;0;1;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10
6668;CJ0408;CJ AP BIC AD NY F CONT PRETO EST STD PRETO LATEX;BIC;PRODUTO ACABADO;LINHA INNOVA LATEX;;;0;8;0;3;0;4;0;3;0;2;0;0;5;0;2;0;3;0;0;0;14;0;4;0;0;0;0;0;3;0;0;0;0;0;0;0;51
6669;CJ0409;CJ AP BIC AD NY F CONT AZUL EST STD AZUL PVC;BIC;PRODUTO ACABADO;LINHA INNOVA PVC;;;2;4;44;18;21;29;2;7;31;18;3;10;13;9;28;22;13;15;11;34;34;6;6;7;2;31;3;5;17;2;0;2;0;0;0;0;449
6670;CJ0410;CJ AP BIC AD NY F CONT CINZA EST STD CINZA PVC;BIC;PRODUTO ACABADO;LINHA INNOVA PVC;;;3;3;18;20;20;11;23;15;12;2;26;0;23;27;8;11;27;4;6;16;57;4;4;24;11;12;13;15;10;3;5;1;0;0;0;0;434
6671;CJ0411;CJ AP BIC AD NY F CONT ROSA EST STD ROSA PVC;BIC;PRODUTO ACABADO;LINHA INNOVA PVC;;;2;12;34;23;52;8;17;34;29;10;21;23;22;22;36;18;19;8;19;61;98;11;10;7;0;20;2;16;7;2;10;1;0;0;0;0;654
6672;CJ0412;CJ AP BIC AD NY F CONT ROYAL EST STD ROYAL PVC;BIC;PRODUTO ACABADO;LINHA INNOVA PVC;;;0;11;14;0;5;9;14;0;3;7;1;26;0;1;11;1;2;3;3;15;52;1;1;0;1;1;10;0;4;0;10;0;0;0;0;0;206
6673;CJ0413;CJ AP BIC AD NY F CONT VERDE EST STD VERDE PVC;BIC;PRODUTO ACABADO;LINHA INNOVA PVC;;;2;10;49;5;2;12;2;12;8;12;14;21;5;10;11;9;13;3;0;24;11;6;10;18;5;10;5;12;8;0;5;0;0;0;0;0;314
6674;CJ0414;CJ AP BIC AD NY F CONT VERMELH EST STD VERMELH PVC;BIC;PRODUTO ACABADO;LINHA INNOVA PVC;;;3;11;10;10;10;5;0;7;8;8;5;11;3;0;3;5;8;1;2;0;8;1;1;0;1;0;20;2;0;0;0;2;0;0;0;0;145
6675;CJ0415;CJ AP BIC AD NY F CONT VINHO EST STD VINHO PVC;BIC;PRODUTO ACABADO;LINHA INNOVA PVC;;;1;14;42;49;51;34;12;38;65;25;49;14;22;42;69;49;36;32;18;67;102;24;15;26;13;61;24;26;44;12;10;0;0;0;0;0;1086.00
6676;CJ0416;CJ AP BIC AD NY F CONT PRETO EST STD PRETO PVC;BIC;PRODUTO ACABADO;LINHA INNOVA PVC;;;10;30;66;55;107;73;71;69;26;26;60;52;36;54;55;41;122;39;15;74;180;61;11;28;24;47;35;39;76;38;10;14;12;0;0;0;1656.00
11047;CJ0419;CJ AP BIC AD G NY F CONT AZUL EST STD AZUL PVC;BIC;PRODUTO ACABADO;LINHA INNOVA PVC;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;3
17843;CJ0420PROMO;CJ AP BIC ADU NY F CONT PRATA EST STD INOX PVC;BIC;PRODUTO ACABADO;LINHA INNOVA PVC;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;100
17294;CJ0421;CJ AP BIC AD NY F CONT AZUL  EST STD AZUL PVC;BIC;PRODUTO ACABADO;LINHA INNOVA PVC;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;19;10;1;5;19;2;59
17296;CJ0422;CJ AP BIC AD NY F CONT CINZA  EST STD CINZA PVC;BIC;PRODUTO ACABADO;LINHA INNOVA PVC;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;11;2;0;2;1;0;23
17297;CJ0423;CJ AP BIC AD NY F CONT ROSA  EST STD ROSA PVC;BIC;PRODUTO ACABADO;LINHA INNOVA PVC;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;15;7;3;8;2;6;46
17298;CJ0424;CJ AP BIC AD NY F CONT VERDE  EST STD VERDE PVC;BIC;PRODUTO ACABADO;LINHA INNOVA PVC;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;9;1;1;1;6;2;24
17299;CJ0425;CJ AP BIC AD NY F CONT VINHO  EST STD VINHO PVC;BIC;PRODUTO ACABADO;LINHA INNOVA PVC;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;29;20;12;14;32;1;120
17300;CJ0426;CJ AP BIC AD NY F CONT BLACK EST STD BLACK PVC;BIC;PRODUTO ACABADO;LINHA INNOVA PVC;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;30;16;31;37;38;6;173
17377;CJ0427;CJ AP BIC AD NY F CONT ROYAL EST STD BLACK PVC;BIC;PRODUTO ACABADO;LINHA INNOVA PVC;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
17378;CJ0428;CJ AP BIC AD NY F CONT VERMELHO EST STD BLACK PVC;BIC;PRODUTO ACABADO;LINHA INNOVA PVC;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2
17608;CJ0429;CJ AP BIC AD NY F CONT AZUL EST STD AZUL LATEX;BIC;PRODUTO ACABADO;LINHA INNOVA LATEX;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2
17609;CJ0430;CJ AP BIC AD NY F CONT CINZA EST STD CINZA LATEX;BIC;PRODUTO ACABADO;LINHA INNOVA LATEX;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;4
17611;CJ0432;CJ AP BIC AD NY F CONT ROYAL EST STD BLACK LATEX;BIC;PRODUTO ACABADO;LINHA INNOVA LATEX;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;3
17612;CJ0433;CJ AP BIC AD NY F CONT VERDE  EST STD VERDE LATEX;BIC;PRODUTO ACABADO;LINHA INNOVA LATEX;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2
17613;CJ0434;CJ AP BIC AD NY F C VERMELHO EST STD BLACK LATEX;BIC;PRODUTO ACABADO;LINHA INNOVA LATEX;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2
17616;CJ0436;CJ AP BIC AD NY F CONT BLACK EST STD BLACK LATEX;BIC;PRODUTO ACABADO;LINHA INNOVA LATEX;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;2;0;0;6
6680;CJ0602;CJ AP BIC AD NY F METAL CINZA EST DUP PRETO LATEX;BIC;PRODUTO ACABADO;LINHA INNOVA LATEX;;;0;0;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4
6682;CJ0604;CJ AP BIC AD NY F METAL ROYAL EST DUP ROYAL LATEX;BIC;PRODUTO ACABADO;LINHA INNOVA LATEX;;;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
6685;CJ0607;CJ AP BIC AD NY F METAL VINHO EST DUP VINHO LATEX;BIC;PRODUTO ACABADO;LINHA INNOVA LATEX;;;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
6686;CJ0608;CJ AP BIC AD NY F METAL PRETO EST DUP PRETO LATEX;BIC;PRODUTO ACABADO;LINHA INNOVA LATEX;;;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
6687;CJ0609;CJ AP BIC AD NY F METAL AZUL EST DUP AZUL PVC;BIC;PRODUTO ACABADO;LINHA INNOVA PVC;;;1;4;10;3;15;15;1;4;10;14;15;14;5;20;7;2;3;2;8;8;4;15;8;7;0;10;20;1;2;0;1;0;1;0;0;0;230
6688;CJ0610;CJ AP BIC AD NY F METAL CINZA EST DUP CINZA PVC;BIC;PRODUTO ACABADO;LINHA INNOVA PVC;;;6;56;55;52;36;60;55;21;45;84;57;69;30;36;100;14;61;7;35;19;20;64;57;36;2;33;11;43;6;25;1;20;11;20;10;20;1277.00
6689;CJ0611;CJ AP BIC AD NY F METAL ROSA EST DUP ROSA PVC;BIC;PRODUTO ACABADO;LINHA INNOVA PVC;;;3;17;15;15;7;36;3;21;4;22;7;6;11;12;20;23;9;7;15;22;11;25;3;1;10;3;14;13;15;0;4;1;0;0;0;0;375
6690;CJ0612;CJ AP BIC AD NY F METAL ROYAL EST DUP ROYAL PVC;BIC;PRODUTO ACABADO;LINHA INNOVA PVC;;;0;0;2;0;2;3;1;3;3;0;1;1;1;4;0;2;1;3;4;1;2;5;4;0;1;1;1;1;1;0;0;0;0;0;0;0;48
6691;CJ0613;CJ AP BIC AD NY F METAL VERDE EST DUP VERDE PVC;BIC;PRODUTO ACABADO;LINHA INNOVA PVC;;;3;9;7;2;5;8;1;3;5;3;6;0;3;4;11;7;3;1;20;4;15;9;2;4;4;15;4;9;0;0;0;0;0;0;0;0;167
6692;CJ0614;CJ AP BIC AD NY F M VERMELHO EST DUP VERMELHO PVC;BIC;PRODUTO ACABADO;LINHA INNOVA PVC;;;1;2;6;1;7;3;2;3;7;1;2;2;2;4;2;7;4;0;5;0;2;8;2;0;0;1;0;2;0;2;0;0;0;0;0;0;78
6693;CJ0615;CJ AP BIC AD NY F METAL VINHO EST DUP VINHO PVC;BIC;PRODUTO ACABADO;LINHA INNOVA PVC;;;18;11;33;16;25;39;18;21;26;24;9;15;31;25;50;35;9;18;41;36;48;10;5;20;20;9;17;25;11;1;1;0;2;0;0;0;669
6694;CJ0616;CJ AP BIC AD NY F METAL PRETO EST DUP PRETO PVC;BIC;PRODUTO ACABADO;LINHA INNOVA PVC;;;130;229;135;125;74;241;25;133;192;71;63;142;49;86;166;91;180;62;84;62;69;79;148;34;60;43;81;151;59;24;15;19;110;0;15;0;3247.00
17363;CJ0619;CJ AP BIC AD NY F METAL AZUL  EST DUP AZUL PVC;BIC;PRODUTO ACABADO;LINHA INNOVA PVC;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;1;1;1;2;11
17364;CJ0620;CJ AP BIC AD NY F METAL CINZA  EST DUP CINZA PVC;BIC;PRODUTO ACABADO;LINHA INNOVA PVC;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;18;0;7;1;2;0;10;39
17365;CJ0621;CJ AP BIC AD NY F METAL ROSA  EST DUP ROSA PVC;BIC;PRODUTO ACABADO;LINHA INNOVA PVC;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;2;7;0;11;0;3;33
17366;CJ0622;CJ AP BIC AD NY F METAL VERDE  EST DUP VERDE PVC;BIC;PRODUTO ACABADO;LINHA INNOVA PVC;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;2;1;1;2;0;1;14
17367;CJ0623;CJ AP BIC AD NY F METAL VINHO  EST DUP VINHO PVC;BIC;PRODUTO ACABADO;LINHA INNOVA PVC;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;8;11;0;0;5;4;35
17368;CJ0624;CJ AP BIC AD NY F METAL BLACK EST DUP BLACK PVC;BIC;PRODUTO ACABADO;LINHA INNOVA PVC;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;23;11;35;31;9;40;22;191
17379;CJ0625;CJ AP BIC AD NY F METAL ROYAL EST DUP BLACK PVC;BIC;PRODUTO ACABADO;LINHA INNOVA PVC;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;1;0;0;0;5
17380;CJ0626;CJ AP BIC AD NY F M VEMELHO EST DUP BLACK PVC;BIC;PRODUTO ACABADO;LINHA INNOVA PVC;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;10;1;3;0;2;17
6697;CJ0702;CJ AP BIC AD NY F CONT CINZA EST DUP PRETO LATEX;BIC;PRODUTO ACABADO;LINHA INNOVA LATEX;;;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
6698;CJ0703;CJ AP BIC AD NY F CONT ROSA EST DUP ROSA LATEX;BIC;PRODUTO ACABADO;LINHA INNOVA LATEX;;;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
6699;CJ0704;CJ AP BIC AD NY F CONT ROYAL EST DUP ROYAL LATEX;BIC;PRODUTO ACABADO;LINHA INNOVA LATEX;;;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
6700;CJ0705;CJ AP BIC AD NY F CONT VERDE EST DUP VERDE LATEX;BIC;PRODUTO ACABADO;LINHA INNOVA LATEX;;;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
6702;CJ0707;CJ AP BIC AD NY F CONT VINHO EST DUP VINHO LATEX;BIC;PRODUTO ACABADO;LINHA INNOVA LATEX;;;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4
6717;CJ0722;CJ AP BIC AD NY F CONT PRETO EST DUP PRETO LATEX;BIC;PRODUTO ACABADO;LINHA INNOVA LATEX;;;0;0;2;0;0;0;0;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7
6720;CJ0725;CJ AP BIC AD NY F CONT AZUL EST DUP AZUL PVC;BIC;PRODUTO ACABADO;LINHA INNOVA PVC;;;53;121;55;72;137;103;72;103;57;87;46;105;53;63;134;66;44;52;64;76;71;39;43;66;65;68;61;89;38;4;15;4;0;0;10;0;2136.00
6721;CJ0726;CJ AP BIC AD NY F CONT CINZA EST DUP CINZA PVC;BIC;PRODUTO ACABADO;LINHA INNOVA PVC;;;34;96;57;96;69;118;86;132;38;68;43;82;47;46;97;53;49;39;60;78;60;22;27;57;53;68;39;47;42;7;18;1;2;0;10;0;1841.00
6722;CJ0727;CJ AP BIC AD NY F CONT ROSA EST DUP ROSA PVC;BIC;PRODUTO ACABADO;LINHA INNOVA PVC;;;31;192;143;133;138;135;117;141;102;180;110;126;63;124;174;145;84;147;115;95;139;79;84;95;54;78;98;130;51;15;36;32;58;0;6;0;3450.00
6723;CJ0728;CJ AP BIC AD NY F CONT ROYAL EST DUP ROYAL PVC;BIC;PRODUTO ACABADO;LINHA INNOVA PVC;;;5;42;26;11;26;42;59;58;21;42;31;50;13;19;69;26;47;11;31;26;13;23;12;40;23;31;17;49;22;4;3;15;1;0;0;0;908
6724;CJ0729;CJ AP BIC AD NY F CONT VERDE EST DUP VERDE PVC;BIC;PRODUTO ACABADO;LINHA INNOVA PVC;;;45;95;53;82;96;94;68;78;28;100;47;32;52;65;67;63;42;41;49;78;56;43;36;46;31;78;37;50;30;6;19;31;10;0;6;0;1754.00
